train_test_num:1, lr:[0.001], losses:0.2048120878636837, epoch:1, train_srcc:0.17664947849525373, train_pcc:0.12197532695231321, test_srcc:0.4058542094978985, test_pcc:0.33295608839399027
train_test_num:1, lr:[0.001], losses:0.1118545688688755, epoch:2, train_srcc:0.3333763037618657, train_pcc:0.3154290769590974, test_srcc:0.40538512233944046, test_pcc:0.3529648679849836
train_test_num:1, lr:[0.001], losses:0.09288145154714585, epoch:3, train_srcc:0.40991737958514, train_pcc:0.41752461516715644, test_srcc:0.6212590326618317, test_pcc:0.46940608673934886
train_test_num:1, lr:[0.001], losses:0.07870964407920837, epoch:4, train_srcc:0.6225741239892183, train_pcc:0.6221813347377971, test_srcc:0.6719204457753003, test_pcc:0.5951895039804731
train_test_num:1, lr:[0.001], losses:0.06819427274167537, epoch:5, train_srcc:0.632028594866987, train_pcc:0.6364055838122898, test_srcc:0.4707758722284916, test_pcc:0.5089682473154606
train_test_num:1, lr:[0.001], losses:0.07386240772902966, epoch:6, train_srcc:0.592564162662604, train_pcc:0.5460261244908085, test_srcc:0.7662069646253669, test_pcc:0.6994320914918686
train_test_num:1, lr:[0.001], losses:0.0678020890802145, epoch:7, train_srcc:0.676078167115903, train_pcc:0.6378461980375749, test_srcc:0.6957500734249689, test_pcc:0.6210883921490212
train_test_num:1, lr:[0.001], losses:0.05958573669195175, epoch:8, train_srcc:0.7425290050392593, train_pcc:0.7216670511079444, test_srcc:0.6956562559932773, test_pcc:0.6156692760812443
train_test_num:1, lr:[0.001], losses:0.07331652157008647, epoch:9, train_srcc:0.6509023789991796, train_pcc:0.6267761643399421, test_srcc:0.6803640146275451, test_pcc:0.6489649179978875
train_test_num:1, lr:[0.001], losses:0.07454402074217796, epoch:10, train_srcc:0.5992148130786359, train_pcc:0.609739189651628, test_srcc:0.6913406541354633, test_pcc:0.6757639866417734
train_test_num:1, lr:[0.001], losses:0.05446378327906132, epoch:11, train_srcc:0.7722752841907886, train_pcc:0.7655005152067769, test_srcc:0.7936016546793165, test_pcc:0.7999963986174079
train_test_num:1, lr:[0.001], losses:0.059549462795257566, epoch:12, train_srcc:0.7492353216922536, train_pcc:0.7451000519826325, test_srcc:0.7200487882330956, test_pcc:0.7197744995782074
train_test_num:1, lr:[0.001], losses:0.05566762089729309, epoch:13, train_srcc:0.7692546583850931, train_pcc:0.7570344406021676, test_srcc:0.7541045159371493, test_pcc:0.7108170409225085
train_test_num:1, lr:[0.001], losses:0.0570229321718216, epoch:14, train_srcc:0.7278858549162077, train_pcc:0.7448393377851541, test_srcc:0.7703349316197976, test_pcc:0.7260919565861941
train_test_num:1, lr:[0.001], losses:0.05166471302509308, epoch:15, train_srcc:0.8059709363647016, train_pcc:0.7727499527410792, test_srcc:0.7664884169204417, test_pcc:0.6799800939493209
train_test_num:1, lr:[0.001], losses:0.05304819233715534, epoch:16, train_srcc:0.7926315481073479, train_pcc:0.7723920414455085, test_srcc:0.6263251739731787, test_pcc:0.6601136876815337
train_test_num:1, lr:[0.001], losses:0.05249184295535088, epoch:17, train_srcc:0.8150796906129145, train_pcc:0.8036073376929025, test_srcc:0.7758701600896025, test_pcc:0.7459592022272514
train_test_num:1, lr:[0.001], losses:0.05640174187719822, epoch:18, train_srcc:0.8034366576819406, train_pcc:0.7876311504231714, test_srcc:0.6982831440806424, test_pcc:0.6867486717170775
train_test_num:1, lr:[0.001], losses:0.054076486825942995, epoch:19, train_srcc:0.8014883393882574, train_pcc:0.7801062296190269, test_srcc:0.8011070492146453, test_pcc:0.819516018149936
train_test_num:1, lr:[0.001], losses:0.05691666677594185, epoch:20, train_srcc:0.7461648892534865, train_pcc:0.7635829788914705, test_srcc:0.7770897867015936, test_pcc:0.7139612501785947
train_test_num:1, lr:[0.001], losses:0.05112925283610821, epoch:21, train_srcc:0.7811818821047697, train_pcc:0.7712478100285713, test_srcc:0.8000750574660376, test_pcc:0.769804696722676
train_test_num:1, lr:[0.001], losses:0.04818148240447044, epoch:22, train_srcc:0.8509258174147427, train_pcc:0.8250986189820472, test_srcc:0.7216436845718528, test_pcc:0.699293795893205
train_test_num:1, lr:[0.001], losses:0.04761092811822891, epoch:23, train_srcc:0.8505332239540607, train_pcc:0.8252691335269147, test_srcc:0.7890984179581194, test_pcc:0.7322071951434933
train_test_num:1, lr:[0.001], losses:0.04681614600121975, epoch:24, train_srcc:0.8335784600960975, train_pcc:0.8077081276412545, test_srcc:0.72089314511832, test_pcc:0.6992572084654834
train_test_num:1, lr:[0.001], losses:0.04752728529274464, epoch:25, train_srcc:0.8346888550333997, train_pcc:0.81684551145114, test_srcc:0.787503521619362, test_pcc:0.738400649850552
train_test_num:1, lr:[0.001], losses:0.047625493444502356, epoch:26, train_srcc:0.8534161490683229, train_pcc:0.8239559510562077, test_srcc:0.8138662199247041, test_pcc:0.7813992442748712
train_test_num:1, lr:[0.001], losses:0.051073857210576536, epoch:27, train_srcc:0.8268076878003047, train_pcc:0.7982672740723836, test_srcc:0.7769021518382102, test_pcc:0.6909065212264103
train_test_num:1, lr:[0.001], losses:0.04311026893556118, epoch:28, train_srcc:0.8653287237782726, train_pcc:0.8464983290555705, test_srcc:0.7251149295444423, test_pcc:0.7030252573365907
train_test_num:1, lr:[0.001], losses:0.04678425826132297, epoch:29, train_srcc:0.8643823977499121, train_pcc:0.8388398944417378, test_srcc:0.8212777970283411, test_pcc:0.8097367353543052
train_test_num:1, lr:[0.001], losses:0.0405079822987318, epoch:30, train_srcc:0.8883833352865346, train_pcc:0.8677882363439566, test_srcc:0.6479031832622485, test_pcc:0.6369225024582377
train_test_num:1, lr:[0.001], losses:0.04319467209279537, epoch:31, train_srcc:0.8757851869213642, train_pcc:0.864715821036516, test_srcc:0.7752134380677613, test_pcc:0.7544890007555095
train_test_num:1, lr:[0.001], losses:0.04560781866312027, epoch:32, train_srcc:0.8471786007265909, train_pcc:0.8291837341530995, test_srcc:0.7964161776300648, test_pcc:0.7686973256376568
train_test_num:1, lr:[0.001], losses:0.04313075188547373, epoch:33, train_srcc:0.8793566154927928, train_pcc:0.8677898357936629, test_srcc:0.7752134380677613, test_pcc:0.7259548045366824
train_test_num:1, lr:[0.001], losses:0.04390674903988838, epoch:34, train_srcc:0.8645523262627446, train_pcc:0.847797154719959, test_srcc:0.8302842704707355, test_pcc:0.7900952782755634
train_test_num:1, lr:[0.001], losses:0.04413376394659281, epoch:35, train_srcc:0.8569787882339154, train_pcc:0.8312345017737646, test_srcc:0.7761516123846774, test_pcc:0.7821238199077147
train_test_num:1, lr:[0.001], losses:0.04153833705931902, epoch:36, train_srcc:0.8914215399039025, train_pcc:0.8857164209302482, test_srcc:0.8218407016184907, test_pcc:0.7704902375872776
train_test_num:1, lr:[0.001], losses:0.0439190311357379, epoch:37, train_srcc:0.8671071135591234, train_pcc:0.8383974405440076, test_srcc:0.8315038970827265, test_pcc:0.8281868665827085
train_test_num:1, lr:[0.001], losses:0.0406237568706274, epoch:38, train_srcc:0.8831653580217977, train_pcc:0.8792757920237745, test_srcc:0.7579510306365054, test_pcc:0.7561411843501104
train_test_num:1, lr:[0.001], losses:0.045493467897176745, epoch:39, train_srcc:0.8708191726239306, train_pcc:0.8606916851825329, test_srcc:0.8563655164810027, test_pcc:0.8046223838371781
train_test_num:1, lr:[0.001], losses:0.04506642483174801, epoch:40, train_srcc:0.8701306691667643, train_pcc:0.8424719769095107, test_srcc:0.7639553462647682, test_pcc:0.7447017527341849
train_test_num:1, lr:[0.001], losses:0.04027294330298901, epoch:41, train_srcc:0.8928893706785421, train_pcc:0.8862637181826077, test_srcc:0.7717421930951718, test_pcc:0.7801187611901556
train_test_num:1, lr:[0.001], losses:0.0398055799305439, epoch:42, train_srcc:0.8940818000703152, train_pcc:0.874240759443974, test_srcc:0.8534571760985628, test_pcc:0.8037557954875153
train_test_num:1, lr:[0.001], losses:0.04091378729790449, epoch:43, train_srcc:0.8883452478612447, train_pcc:0.8817710606464366, test_srcc:0.7802795793791082, test_pcc:0.7246018042188755
train_test_num:1, lr:[0.001], losses:0.037553754076361655, epoch:44, train_srcc:0.8994228290167585, train_pcc:0.8856437051007595, test_srcc:0.7494136443525689, test_pcc:0.7289195908578896
train_test_num:1, lr:[0.001], losses:0.040083354152739045, epoch:45, train_srcc:0.8939089417555374, train_pcc:0.8748119876740474, test_srcc:0.8286893741319781, test_pcc:0.8018499450094465
train_test_num:1, lr:[0.001], losses:0.036304992996156214, epoch:46, train_srcc:0.9109779678893707, train_pcc:0.9022354941070508, test_srcc:0.8053288336407677, test_pcc:0.7856785755360526
train_test_num:1, lr:[0.001], losses:0.03904865048825741, epoch:47, train_srcc:0.9018809328489393, train_pcc:0.886338150933373, test_srcc:0.8249366768643139, test_pcc:0.8241829992521279
train_test_num:1, lr:[0.001], losses:0.04509596358984709, epoch:48, train_srcc:0.8851224657213173, train_pcc:0.8770180457871339, test_srcc:0.8370391255525313, test_pcc:0.8257093821772818
train_test_num:1, lr:[0.001], losses:0.045782508328557014, epoch:49, train_srcc:0.8678747216688152, train_pcc:0.853754387157503, test_srcc:0.8421052668638781, test_pcc:0.8267803663834298
